1738061228,538408036,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.2376752,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061228,638083558,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.240439623,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061228,739831820,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.227630318,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061228,837567393,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.253345679,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061228,939491713,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.248265532,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,36798620,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.233810202,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,142105248,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.225728621,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,239766153,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.221809416,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,343942022,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.217754368,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,441549197,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.225603409,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,540321820,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.238180499,0.000174533,-0.004363323,-3.113667279,,,,1,0
1738061229,638334462,base_link,joint1,joint2,joint3,joint4,joint5,joint6,0.001396263,-0.686088953,0.244428728,0.000174533,-0.004363323,-3.113667279,,,,1,0
